Sample_ID,Location,Region,Capture_date,collect_method,Escap_yr,Outmig_yr,collection_julian_day,capture_fork_length_juvs_mm,mean_exog,time_bin_use,NATLOC_new,WYlabel,life_stage,Phenotype,WYT,Natal_Exit_um,FWDist_um,Natal_exit_FL_mm,FW_exit_FL_mm
DM17689,Sherwood Harbor,Delta entry,24/04/2017,kdtr,NA,2017,114,81,1.166666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,440.5165,NA,67.09606339,NA
DM17689,Sherwood Harbor,Delta entry,24/04/2017,kdtr,NA,2017,114,81,1.166666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,440.5165,NA,67.09606339,NA
DM17689,Sherwood Harbor,Delta entry,24/04/2017,kdtr,NA,2017,114,81,1.166666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,440.5165,NA,67.09606339,NA
DM17689,Sherwood Harbor,Delta entry,24/04/2017,kdtr,NA,2017,114,81,1.166666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,440.5165,NA,67.09606339,NA
DM17689,Sherwood Harbor,Delta entry,24/04/2017,kdtr,NA,2017,114,81,1.166666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,440.5165,NA,67.09606339,NA
DM17689,Sherwood Harbor,Delta entry,24/04/2017,kdtr,NA,2017,114,81,1.166666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,440.5165,NA,67.09606339,NA
DM17689,Sherwood Harbor,Delta entry,24/04/2017,kdtr,NA,2017,114,81,1.166666667,"(90,210]",AME,2017 (15.3),Juvenile,Late,Wet,440.5165,NA,67.09606339,NA
DM18439,Sherwood Harbor,Delta entry,29/05/2018,kdtr,NA,2018,149,71,1.5,"(90,210]",AME,2018 (4),Juvenile,Late,Intermediate,319.5112,NA,47.05032539,NA
18-5619,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,236.5041,610,36.11532066,95.1727
20-1071,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,482.731,532.4383,74.08931746,82.32382878
20-1124,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Early,Intermediate,236.1437,496.0498,36.10765892,76.29570987
20-1328,NA,Spawning,NA,carcass_survey,2020,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,511.7334,531.4722,78.89385504,82.16378465
20-1348,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,418.4043,455.4847,63.43295634,69.5756954
20-1371,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,440.8369,440.8369,67.14914085,67.14914085
20-1411,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,447.4853,468.8957,68.2505148,71.79736166
20-9211,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,434.4302,488.3127,66.08780693,75.01398188
20-p215,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,353.1273,414.3277,52.61916852,62.75762678
20-p231,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,485.1125,515.4812,74.48383675,79.51471559
20-p239,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,442.0067,537.1424,67.34292992,83.10310998
20-p26,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,556.8407,600,86.36633036,93.5161
20-p270,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Early,Intermediate,225.0509,496.2523,35.87183708,76.32925602
20-p315,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,418.1502,418.1502,63.39086213,63.39086213
20-p382,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,563.5677,563.5677,87.48072518,87.48072518
20-p393,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,542.595,577.1866,84.0063877,89.73683216
20-p411,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,435.8442,502.0204,66.32205017,77.28479946
20-p420,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,382.8355,415.3144,57.54062893,62.9210835
20-p449,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,418.4317,475.8932,63.43749542,72.95656751
20-p452,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,469.1467,469.1467,71.83894232,71.83894232
20-p490,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,332.2703,427.5519,49.1639979,64.94834775
20-p60,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,478.2204,529.696,73.34209146,81.86953936
20-p676,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,422.947,460.3888,64.18550002,70.38810861
20-p695,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,550.0242,550.0242,85.23710897,85.23710897
20-p696,NA,Spawning,NA,carcass_survey,2020,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,488.1696,516.4625,74.99027594,79.67727775
20-p729,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,509.8934,536.8011,78.58904064,83.04657023
20-p73,NA,Spawning,NA,carcass_survey,2020,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,455.1921,477.4204,69.52722329,73.20956346
20-p752,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,432.0374,471.9458,65.69141568,72.30264123
20-p782,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Early,Wet,268.6116,456.3354,38.61829766,69.71662236
20-p804,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,418.6881,500.3289,63.47997065,77.00458557
20-p806,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,408.176,456.4572,61.73853616,69.73679975
20-p848,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,459.2178,510.6105,70.19412075,78.70783543
20-p85,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,399.6472,473.8147,60.32565515,72.6122432
20-p9,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Early,Wet,240.2643,482.2564,36.19525875,74.01069522
21- 1000,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,474.2445,509.0901,72.68344387,78.45596597
21- 1007,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,434.4022,442.8776,66.08316845,67.48720322
21- 1082,NA,Spawning,NA,carcass_survey,2021,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,427.974,466.048,65.01827284,71.32561168
21- 1111,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Early,Wet,248.6854,520.047,36.37428292,80.27108602
21- 1135,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,490.4672,524.2317,75.37089635,80.96432342
21- 1139,NA,Spawning,NA,carcass_survey,2021,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,495.1028,536.2334,76.13882985,82.95252504
21- 1195,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,535.9749,535.9749,82.90970193,82.90970193
21- 1223,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,450.9868,450.9868,68.83057329,68.83057329
21- 1224,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Early,Wet,247.6245,533.8524,36.35172925,82.55808858
21- 1271,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,363.8411,363.8411,54.39401663,54.39401663
21- 1295,NA,Spawning,NA,carcass_survey,2021,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,368.9798,416.8316,55.24529367,63.17242286
21- 1296,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,507.3229,507.3229,78.16321161,78.16321161
21- 1319,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Early,Wet,235.5959,417.6467,36.09601324,63.30745232
21- 1323,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,429.0282,466.2548,65.19291161,71.35987017
21- 1324,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,549.5446,604.6748,85.15765844,94.29052737
21- P288,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,492.8567,492.8567,75.76674092,75.76674092
21- P289,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Early,Wet,231.8611,416.2396,36.01661512,63.07435214
21- P361,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,585.563,630.2754,91.12446658,98.53152276
21- P383,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,472.3446,472.3446,72.36870644,72.36870644
21- P384,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,380.7754,454.833,57.19935276,69.46773478
21- P59,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Early,Wet,233.5043,468.0221,36.05154791,71.65264109
21- P73,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,377.3994,420.4205,56.6400846,63.76696003
21- p108,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,466.8994,503.9212,71.4666546,77.59968599
21- p138,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,580.8846,580.8846,90.34944284,90.34944284
21- p201,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,417.6022,446.5877,63.30008045,68.10181838
21- p207,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,444.8099,489.8074,67.80730803,75.26159388
21- p295,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Early,Wet,254.7503,526.8126,36.50321663,81.39187532
21- p299,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,405.9936,405.9936,61.37699978,61.37699978
21- p301,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,478.6159,492.9077,73.40760999,75.77518958
21- p302,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Early,Wet,241.2475,533.2634,36.2161606,82.46051484
21- p303,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,489.4663,489.4663,75.20508726,75.20508726
21- p308,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,485.2436,485.2436,74.50555478,74.50555478
21- p402,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,366.231,461.5586,54.78992746,70.58189768
21- p617,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,410.1402,536.0583,62.06392553,82.92351798
21- p62,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,427.4826,453.1148,64.93686752,69.18309777
21- p628,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Early,Wet,217.1627,473.4897,35.70414184,72.5584037
21- p632,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,461.4587,482.4669,70.56534824,74.04556665
21- p633,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,468.0927,513.2693,71.66433668,79.14829224
21- p637,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Early,Wet,269.2366,591.2743,38.72183516,92.07060054
21- p688,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,499.539,567.5984,76.87373074,88.14845094
21- p697,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Early,Wet,230.3195,550.9949,35.98384225,85.39791513
21- p702,NA,Spawning,NA,carcass_survey,2021,2019,NA,NA,NA,NA,AME,2019 (8),Spawner,Late,Wet,328.41,590.425,48.5245006,91.9299055
5058,NA,Spawning,NA,carcass_survey,2018,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,347.7839,475.1264,51.73398087,72.82953942
5110,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,221.5697,490,35.79783025,75.2935
5112,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,452.3538,492.1101,69.05703051,75.64305917
5139,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,405.8579,486.1425,61.35451971,74.65446655
5152,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,486.349,561.5547,74.68867534,87.1472516
5205,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,256.4958,383.0249,36.61119423,57.57200493
5237,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,511.8624,535.6735,78.91522518,82.85977201
5256,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,455,476.5021,69.4954,73.05743789
5319,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,263.1128,523.6018,37.70736645,80.85997419
5363,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,308.9903,448.3066,45.3074331,68.38657136
5482,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,247.0405,519.7417,36.33931399,80.22051002
5484,NA,Spawning,NA,carcass_survey,2018,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,492.1939,525.536,75.65694147,81.18039376
5602,NA,Spawning,NA,carcass_survey,2018,2015,NA,NA,NA,NA,AME,2015 (1.1),Spawner,Late,Drought,402.8241,448.1129,60.85194041,68.35448301
5673,NA,Spawning,NA,carcass_survey,2018,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,490.7776,490.7776,75.42231722,75.42231722
5710,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,227.9846,481.3762,35.93420461,73.86488129
5850,NA,Spawning,NA,carcass_survey,2019,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,556.9779,604.4541,86.38905891,94.25396621
5902,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,441.878,465.3497,67.32160948,71.2099313
5910,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,512.7228,549.8327,79.05775905,85.20538508
5911,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,501.4069,501.4069,77.18316705,77.18316705
5963,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,516.6712,516.6712,79.71185099,79.71185099
6037,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,493.6631,528.82,75.90032915,81.7244212
7056,NA,Spawning,NA,carcass_survey,2018,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,580,580,90.2029,90.2029
7057,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,405.4273,486.4119,61.28318652,74.69909535
7180,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,370.0879,413.7793,55.42886151,62.66677884
7190,NA,Spawning,NA,carcass_survey,2018,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,610.4556,610.4556,95.2481747,95.2481747
7341,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,267.7045,474.9435,38.46802747,72.79924021
7436,NA,Spawning,NA,carcass_survey,2018,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Late,Intermediate,481.1748,481.1748,73.83151737,73.83151737
8024,NA,Spawning,NA,carcass_survey,2019,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Early,Intermediate,252.9465,520.0844,36.46486964,80.2772817
8045,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,372.3943,425.7373,55.81093974,64.64774112
8062,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,507.3677,507.3677,78.17063318,78.17063318
8080,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,403.9767,441.6513,61.04288012,67.28405436
8082,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,460.6966,486.0903,70.43909876,74.6458191
8085,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,347.0501,448.2152,51.61241957,68.37143003
8086,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,451.1494,500.714,68.8575096,77.06838124
8088,NA,Spawning,NA,carcass_survey,2019,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,238.8648,420.7312,36.16550678,63.81843059
8097,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,434.6549,473.367,66.12503073,72.53807722
8101,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,437.7517,447.1461,66.63804662,68.19432293
8102,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,366.276,435.3934,54.79738216,66.24737064
8105,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,504.1908,504.1908,77.64434793,77.64434793
8107,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,410.8946,410.8946,62.18889944,62.18889944
8110,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,453.4603,484.969,69.2403333,74.46006454
8111,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,482.0965,482.0965,73.98420619,73.98420619
8141,NA,Spawning,NA,carcass_survey,2019,2016,NA,NA,NA,NA,AME,2016 (4.2),Spawner,Early,Intermediate,278.1907,590,40.20517136,91.8595
8151,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,446.8705,487.6918,68.14866703,74.91112359
8170,NA,Spawning,NA,carcass_survey,2019,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Early,Intermediate,234.5072,525.2749,36.07286856,81.13713993
8175,NA,Spawning,NA,carcass_survey,2019,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,459.2475,470,70.19904085,71.9803
8187,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,540.9205,540.9205,83.72899003,83.72899003
8251,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,466.7657,494.0853,71.44450586,75.9702708
8254,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,500.8052,537.7399,77.08348943,83.20209183
8268,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,400,405.811,60.3841,61.34675026
8273,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,364.8603,431.1212,54.5628573,65.53963799
8283,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,433.6543,511.3431,65.95927134,78.82919795
8284,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,524,550,80.92594,85.2331
8285,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,583.1708,583.1708,90.72817473,90.72817473
8287,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,517.3956,517.3956,79.8318551,79.8318551
8301,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,465.6673,500.0514,71.26254492,76.95861492
8305,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,497.7483,497.7483,76.57708338,76.57708338
8334,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,443.392,472.355,67.57241872,72.3704293
8339,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,503.3493,559.7854,77.50494504,86.85414936
8343,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,440.7897,490.5067,67.1413217,75.37743992
8344,NA,Spawning,NA,carcass_survey,2019,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,391.467,452.7295,58.97052322,69.11926897
8357,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,506.9978,557.5536,78.10935555,86.48442938
8373,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,491.0416,532.8983,75.46605146,82.40003238
8414,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,570,570,88.5463,88.5463
8426,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,447.8197,600,68.3059115,93.5161
8468,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,460.5133,474.6809,70.40873328,72.75573789
8515,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,407.9753,510.4885,61.7052882,78.68762491
8536,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,474.0082,504.249,72.64429841,77.65398934
8542,NA,Spawning,NA,carcass_survey,2020,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,411.8792,455.4342,62.35200827,69.56732957
9127,NA,Spawning,NA,carcass_survey,2019,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,543.7642,543.7642,84.20007737,84.20007737
9192,NA,Spawning,NA,carcass_survey,2019,2017,NA,NA,NA,NA,AME,2017 (15.3),Spawner,Late,Wet,511.2784,511.2784,78.81847974,78.81847974
9199,NA,Spawning,NA,carcass_survey,2020,2018,NA,NA,NA,NA,AME,2018 (4),Spawner,Late,Intermediate,536.2675,569.5539,82.95817405,88.47239907
AR005,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,538.9532,538.9532,83.40308711,83.40308711
AR015,NA,Spawning,NA,carcass_survey,2014,2013,NA,NA,NA,NA,AME,2013 (1.9),Spawner,Early,Intermediate,233.2409,453.0505,36.04594829,69.17244583
AR018,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,450.8081,478.5151,68.80096985,73.39091147
AR021,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,504.2046,558.9352,77.64663404,86.71330523
AR030,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,328.0239,463.9932,48.46053927,70.98521351
AR034,NA,Spawning,NA,carcass_survey,2014,2011,NA,NA,NA,NA,AME,2011 (8.1),Spawner,Late,Wet,385.5017,491.5394,57.98231162,75.548517
AR036,NA,Spawning,NA,carcass_survey,2014,2012,NA,NA,NA,NA,AME,2012 (2.3),Spawner,Late,Intermediate,507.8698,507.8698,78.25381107,78.25381107
